1w6o	 -4.58
2arb	 -6.05
2are	 -4.50
2oag	-11.63
2jbj	-13.32
2pwd	 -6.04
2pwg	 -6.62
2oym	 -6.86
2hzy	-10.14
2ihj	 -6.30
2cli	 -5.90
2ojg	 -7.74
2hzl	 -9.02
2ovv	-10.87
2h6t	 -9.91
2nta	 -6.59
2isw	-10.20
2qu6	-11.70
2pog	-13.10
2o4j	-13.86
3b92	-10.98
2p98	 -8.50
2z4b	-12.85
2jj3	-13.11
2h15	 -7.78
2pov	 -9.77
2pow	 -9.88
2nmx	 -7.65
1vso	 -6.48
2p95	-12.86
2p16	-13.86
2jfz	 -7.19
2flr	 -8.37
2d2v	 -1.37
2b1q	 -2.18
2pgz	 -7.88
2bys	-13.07
2gkl	 -7.34
2nsl	 -6.42
2nsj	 -6.58
2c92	 -7.80
2c94	 -9.36
2nnq	-11.94
2psv	 -9.94
2cem	-10.87
2cen	-11.39
2q54	-12.37
2p09	 -8.72
2b3f	 -8.28
2bbf	 -7.00
2e2r	-11.34
2gz2	 -7.17
2hr6	 -6.75
2idz	-12.90
2ihk	 -5.71
2ilz	 -7.41
2jff	 -4.97
2oiq	 -6.78
2otz	 -4.98
2ou0	 -4.43
2pjo	 -0.07
2pzv	 -5.31
2q3c	 -7.28
2q88	 -7.96
2q89	 -8.65
2qeh	-11.83
2qvu	 -8.84
2r3d	  0.21
2r5p	-11.64
2rde	 -9.62
2v8q	 -6.33
3b50	-10.36
3bgq	-10.93
3bgz	 -8.59
2v8y	 -7.84
2jgb	 -7.70
1gja	 -7.44
1swk	-16.47
1ax1	 -4.52
1toi	 -5.56
1iup	 -3.49
1tog	 -4.42
1uto	 -3.12
1ukb	 -4.38
1q72	 -9.40
2cjp	 -4.26
1vot	 -9.06
2fx6	 -5.08
2add	 -3.38
2c1q	-17.85
2e2p	 -6.51
2epn	 -9.91
2i2c	 -6.45
2j4k	 -6.66
2jdu	 -9.22
2jdy	 -6.00
2jke	 -5.81
2p3t	-15.51
2p4y	-12.35
2p7g	 -8.96
2pqc	 -7.88
2pvu	 -8.66
2pyy	 -6.33
2q6m	 -8.63
2q8z	 -7.80
2qbq	-10.21
2qbr	 -8.69
2qbs	 -9.17
2qdt	 -7.12
2qhy	-10.27
2qhz	 -9.99
2qi1	-10.02
2qi3	-14.00
2qi4	-14.33
2qi5	-14.89
2qi6	-14.51
2qmg	-12.56
2qmj	 -5.78
2qnq	 -8.39
2qrl	 -5.49
2qry	-11.86
2r6w	-12.85
2r75	 -8.44
2rca	-10.69
2reg	 -7.65
2rkd	 -3.73
2uwl	-11.53
2uwp	 -9.35
2uy4	 -6.42
2v2c	 -4.68
2v77	 -6.95
2v7t	-10.27
2v7u	 -8.10
2v7v	 -9.14
2vhw	 -6.99
2vkm	-12.00
2vmd	 -4.15
2vpn	 -9.22
2vuk	 -5.24
2vw5	-11.70
2w26	-12.90
2z8f	 -6.81
2zlz	 -3.68
2zmm	-10.43
2zn7	-10.83
3b3c	 -5.46
3b7r	-10.57
3bex	 -7.65
3bl0	 -9.50
3brn	-11.94
3bu1	-11.19
3bxe	 -7.52
3c2f	 -2.75
3c2o	 -4.60
3c2r	 -4.27
3c7i	 -7.74
3ccw	-10.80
3ccz	-10.01
3cd7	-10.76
3czv	-10.71
3d2r	 -7.52
3d51	 -5.70
3d83	-11.48
3ddg	 -8.24
3dp4	-10.12
3e92	-10.98
3eko	 -9.20
3ekr	 -7.62
3ene	 -8.57
3eqr	-11.94
3f3d	 -9.10
3f48	 -7.52
3f4j	 -4.79
3f8c	-10.54
3fat	-10.49
3fas	 -9.29
